L,N,nmax,filling,U,W,dim,observable,entropy_mean,entropy_stderr,pr_normalized_mean,pr_normalized_stderr,onsite_pair_density_mean,onsite_pair_density_stderr,n_realizations
9,7,2,0.7777777777777778,9.0,4.0,2304,ln_pr_normalized,0.4004338079573701,0.004584306743777314,0.011829579310428431,0.000528036709499542,0.4453562218835367,4.50152582980341e-05,300
9,7,2,0.7777777777777778,9.0,5.0,2304,ln_pr_normalized,0.3288009165830881,0.004823870041456959,0.007045619453516266,0.0003744523800657727,0.44590239804928333,4.4881058996152425e-05,300
9,7,2,0.7777777777777778,9.0,6.0,2304,ln_pr_normalized,0.2873110120844177,0.004450292128749493,0.0049644991828353,0.0002615473463277052,0.44587053929254,5.4738395514559685e-05,300
9,7,2,0.7777777777777778,9.0,7.0,2304,ln_pr_normalized,0.25178185637121153,0.0038126124859289164,0.003529362960481866,0.00013452702261666154,0.44557893400576004,7.22422368645222e-05,300
9,7,2,0.7777777777777778,9.0,8.0,2304,ln_pr_normalized,0.21951034083528503,0.0030920515165370117,0.002607276056549497,7.540732430455876e-05,0.44455938408972673,0.00011041162596572699,300
9,7,2,0.7777777777777778,9.0,9.0,2304,ln_pr_normalized,0.20093105822585294,0.0031950000896953756,0.0023004359068291833,8.616719412852564e-05,0.4435177626012866,0.00013764680870393287,300
9,7,2,0.7777777777777778,9.0,10.0,2304,ln_pr_normalized,0.19895460044901475,0.002879192641350617,0.002196818941048747,5.925376638052488e-05,0.44229152123793997,0.00016307752805917746,300
9,7,2,0.7777777777777778,9.0,11.0,2304,ln_pr_normalized,0.1893902148864214,0.0028197946774216943,0.0020352372818995736,5.505615496245625e-05,0.4406815264813499,0.00019532498019915045,300
9,7,2,0.7777777777777778,9.0,12.0,2304,ln_pr_normalized,0.18634762452352768,0.0026715740772899864,0.0019717144903635734,5.119331570982012e-05,0.4395112123103533,0.0001975706837873715,300
9,7,2,0.7777777777777778,9.0,13.0,2304,ln_pr_normalized,0.17903728740080113,0.00277027314000682,0.0018857266967424935,5.997692272800824e-05,0.4384740395233033,0.00022595101119280016,300
9,7,2,0.7777777777777778,9.0,14.0,2304,ln_pr_normalized,0.17237929801985524,0.0027562725959216525,0.0017789795274478766,4.8050898276621085e-05,0.43654794315139006,0.00020466074437093887,300
9,7,2,0.7777777777777778,9.0,15.0,2304,ln_pr_normalized,0.16332117380098032,0.002515734728300649,0.001654539560186847,6.096296631303366e-05,0.4352872475236266,0.0002070881417530816,300
9,7,2,0.7777777777777778,10.0,1.0,2304,ln_pr_normalized,0.7134777735158451,0.0005870271561090159,0.109117077163579,0.0004843355064767223,0.4439311200461334,3.989560246030279e-07,300
9,7,2,0.7777777777777778,10.0,2.0,2304,ln_pr_normalized,0.624780233574013,0.0025669363012639098,0.05796564298380934,0.0011159991034267764,0.44391435734027673,1.6854306696836267e-06,300
9,7,2,0.7777777777777778,10.0,3.0,2304,ln_pr_normalized,0.5023198076304228,0.004378727042432793,0.0252084433739765,0.0009114547038929583,0.44425875280902327,2.68635245700638e-05,300
9,7,2,0.7777777777777778,10.0,4.0,2304,ln_pr_normalized,0.4051162026482738,0.004969856857730611,0.0126496572482921,0.0005841053235227707,0.4450840177099667,4.4672135771257533e-05,300
9,7,2,0.7777777777777778,10.0,5.0,2304,ln_pr_normalized,0.3235861894539648,0.004649565548256448,0.006659248496278399,0.00032643463196930963,0.44596223746442,4.66178572126344e-05,300
